timestamp,model,is_final,seed,mmd_avg_community_small,mmd_avg_ego_small,mmd_avg_enzymes,mmd_clustering_community_small,mmd_clustering_ego_small,mmd_clustering_enzymes,mmd_degree_community_small,mmd_degree_ego_small,mmd_degree_enzymes,mmd_orbit_community_small,mmd_orbit_ego_small,mmd_orbit_enzymes,mmd_avg_community_small_std,mmd_avg_ego_small_std,mmd_avg_enzymes_std,mmd_clustering_community_small_std,mmd_clustering_ego_small_std,mmd_clustering_enzymes_std,mmd_degree_community_small_std,mmd_degree_ego_small_std,mmd_degree_enzymes_std,mmd_orbit_community_small_std,mmd_orbit_ego_small_std,mmd_orbit_enzymes_std,elapsed_community_small,elapsed_ego_small,elapsed_enzymes
2026-07-20T04:12:49.580748+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.161469,0.025513,,0.105,0.0525,,0.190246,0.023113,,0.189161,0.000927,,,,,,,,,,,,,,15.3,20.6,0.0
2026-07-20T04:13:20.195107+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T04:13:57.425482+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.211752,0.018747,0.103698,0.1,0.035,0.017053,0.177102,0.020496,0.289133,0.358154,0.000744,0.004908,,,,,,,,,,,,,33.2,53.0,106.3
2026-07-20T04:14:04.056214+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.148241,0.027393,,0.1,0.06375,,0.1355,0.017896,,0.209222,0.000534,,,,,,,,,,,,,,14.7,20.2,0.0
2026-07-20T04:14:14.763405+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.157997,0.018034,0.025512,0.1,0.0375,0.016805,0.065946,0.015647,0.050926,0.308044,0.000956,0.008804,,,,,,,,,,,,,29.8,44.9,104.5
2026-07-20T04:14:18.201299+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T04:14:33.874668+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.078631,0.040134,0.117536,0.1,0.03875,0.016806,0.073983,0.079946,0.158161,0.061909,0.001707,0.177641,,,,,,,,,,,,,18.8,31.2,106.9
2026-07-20T04:15:13.657390+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.159838,0.143523,0.046558,0.1,0.12375,0.016949,0.084929,0.301211,0.086202,0.294585,0.005609,0.036524,,,,,,,,,,,,,17.6,24.7,44.7
2026-07-20T04:15:17.839057+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T04:15:29.640223+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.146868,0.141037,0.052289,0.1,0.12625,0.017093,0.134766,0.290345,0.077092,0.205837,0.006516,0.06268,,,,,,,,,,,,,18.4,27.6,47.3
2026-07-20T04:15:30.426034+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T04:16:46.059317+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.163346,0.024155,0.006363,0.105,0.05125,0.017524,0.195431,0.020189,0.00128,0.189608,0.001027,0.000284,,,,,,,,,,,,,17.0,23.2,39.2
2026-07-20T04:16:53.758203+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.163346,0.024155,0.006363,0.105,0.05125,0.017524,0.195431,0.020189,0.00128,0.189608,0.001027,0.000284,,,,,,,,,,,,,17.0,23.2,39.2
2026-07-20T04:17:49.211981+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.148389,0.037525,0.072605,0.1,0.07875,0.017093,0.105329,0.032384,0.196802,0.239839,0.001441,0.003921,,,,,,,,,,,,,32.5,50.0,103.5
2026-07-20T04:17:51.177971+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.153184,0.038052,,0.11,0.07125,,0.117837,0.040667,,0.231715,0.002239,,,,,,,,,,,,,,14.5,20.1,0.0
2026-07-20T04:18:05.648841+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.148241,0.027393,,0.1,0.06375,,0.1355,0.017896,,0.209222,0.000534,,,,,,,,,,,,,,14.7,20.2,0.0
2026-07-20T04:18:17.368253+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.179081,0.026266,0.070166,0.1,0.03875,0.01738,0.297181,0.038869,0.168655,0.140063,0.00118,0.024463,,,,,,,,,,,,,17.1,27.0,127.6
2026-07-20T04:18:19.364219+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.196339,0.018143,0.023478,0.1,0.035,0.016806,0.15892,0.018445,0.023506,0.330097,0.000984,0.030123,,,,,,,,,,,,,29.3,43.2,103.1
2026-07-20T04:18:24.701033+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.157997,0.018034,0.025512,0.1,0.0375,0.016805,0.065946,0.015647,0.050926,0.308044,0.000956,0.008804,,,,,,,,,,,,,29.8,44.9,104.5
2026-07-20T04:18:25.752677+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.078631,0.040134,0.117536,0.1,0.03875,0.016806,0.073983,0.079946,0.158161,0.061909,0.001707,0.177641,,,,,,,,,,,,,18.8,31.2,106.9
2026-07-20T04:21:04.303454+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.153892,0.032204,0.045218,0.1,0.0575,0.016806,0.091061,0.037511,0.112811,0.270615,0.001602,0.006036,,,,,,,,,,,,,33.0,50.0,104.6
2026-07-20T04:21:10.903880+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.153892,0.032204,0.045218,0.1,0.0575,0.016806,0.091061,0.037511,0.112811,0.270615,0.001602,0.006036,,,,,,,,,,,,,33.0,50.0,104.6
2026-07-21T11:01:09.462440+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21T11:03:04.277100+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.072358,0.211187,0.320624,0.1,0.105,0.018483,0.056274,0.423511,0.483557,0.060798,0.105049,0.459832,,,,,,,,,,,,,24.6,37.0,78.0
2026-07-21T11:03:12.860142+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.120319,0.094029,0.105364,0.1,0.10875,0.017093,0.106156,0.170357,0.289197,0.1548,0.00298,0.009803,,,,,,,,,,,,,22.6,32.6,58.8
2026-07-21T11:03:41.911348+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,0.007313,,,0.016949,,,0.003687,,,0.001303,,,,,,,,,,,,,0.0,0.0,99.2
2026-07-21T11:04:17.255176+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.231217,0.048174,0.026128,0.1,0.10625,0.016806,0.328465,0.037562,0.059093,0.265186,0.000711,0.002484,,,,,,,,,,,,,34.4,56.4,121.5
2026-07-21T11:04:22.781574+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.070647,0.026031,0.600123,0.1,0.0375,0.016806,0.080002,0.039832,0.956487,0.031938,0.000761,0.827076,,,,,,,,,,,,,49.5,82.5,148.6
2026-07-21T11:05:02.771474+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.118127,0.057882,0.173296,0.1,0.055,0.016952,0.095316,0.115795,0.26711,0.159065,0.002851,0.235826,,,,,,,,,,,,,19.5,27.9,54.5
2026-07-21T11:06:08.677344+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21T11:06:33.905647+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.118127,0.057882,0.105364,0.1,0.055,0.017093,0.095316,0.115795,0.289197,0.159065,0.002851,0.009803,,,,,,,,,,,,,20.1,28.8,54.8
2026-07-21T11:06:38.978863+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.118127,0.057882,0.105364,0.1,0.055,0.017093,0.095316,0.115795,0.289197,0.159065,0.002851,0.009803,,,,,,,,,,,,,20.1,28.8,54.8
2026-07-21T11:07:07.455597+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.25046,0.027741,0.006286,0.1,0.05375,0.016949,0.279786,0.02836,0.00123,0.371594,0.001112,0.000678,,,,,,,,,,,,,32.8,50.7,103.7
2026-07-21T11:08:07.258305+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.165579,0.051925,0.145737,0.1,0.044107,0.017093,0.207385,0.109027,0.209049,0.189352,0.002641,0.211068,,,,,,,,,,,,,24.7,39.5,77.8
2026-07-21T11:08:53.213393+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.102908,0.034751,0.006116,0.1,0.07875,0.017236,0.107565,0.025187,0.000971,0.10116,0.000317,0.000142,,,,,,,,,,,,,34.3,52.8,146.3
2026-07-21T11:09:01.886203+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21T11:09:10.234260+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.165579,0.051925,0.145737,0.1,0.044107,0.017093,0.207385,0.109027,0.209049,0.189352,0.002641,0.211068,,,,,,,,,,,,,24.7,39.5,77.8
2026-07-21T11:09:35.730006+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,10.0,0.110744,10.0,10.0,0.2325,10.0,10.0,0.097092,10.0,10.0,0.002641,10.0,,,,,,,,,,,,,32.1,55.6,113.8
2026-07-21T11:10:44.889630+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.089252,0.028167,0.078379,0.1,0.0475,0.016806,0.128105,0.036009,0.134661,0.039652,0.000994,0.083669,,,,,,,,,,,,,50.4,84.0,150.2
2026-07-21T11:11:27.994403+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.282641,0.018195,0.013583,0.1,0.03625,0.016949,0.320873,0.017677,0.021774,0.427049,0.000657,0.002027,,,,,,,,,,,,,33.4,50.9,104.5
2026-07-21T11:11:36.134032+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.25046,0.027741,0.006286,0.1,0.05375,0.016949,0.279786,0.02836,0.00123,0.371594,0.001112,0.000678,,,,,,,,,,,,,32.8,50.7,103.7
2026-07-21T11:14:01.583854+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.112812,0.03074,0.007268,0.105,0.07,0.01738,0.120285,0.021915,0.003561,0.113152,0.000303,0.000864,,,,,,,,,,,,,42.6,59.3,222.7
2026-07-21T11:14:07.454549+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.360526,0.035617,0.354874,0.1,0.065,0.019966,0.385682,0.039207,0.958001,0.595895,0.002646,0.086656,,,,,,,,,,,,,38.2,58.5,126.1
2026-07-21T11:14:08.432614+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.102908,0.034751,0.006116,0.1,0.07875,0.017236,0.107565,0.025187,0.000971,0.10116,0.000317,0.000142,,,,,,,,,,,,,34.3,52.8,146.3
2026-07-21T11:15:04.704062+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21T11:15:11.993811+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.089252,0.028167,0.078379,0.1,0.0475,0.016806,0.128105,0.036009,0.134661,0.039652,0.000994,0.083669,,,,,,,,,,,,,50.4,84.0,150.2
