timestamp,model,is_final,seed,convergence_steps_toy_convergence,median_steps_toy_convergence,final_residual_toy_convergence,final_projected_grad_toy_convergence,success_rate_toy_convergence,runtime_sec_toy_convergence,score_toy_convergence,elapsed_toy-convergence,test_accuracy_hyperclean_linear,f1_score_hyperclean_linear,cleaner_precision_hyperclean_linear,cleaner_recall_hyperclean_linear,best_step_hyperclean_linear,runtime_sec_hyperclean_linear,total_runtime_sec_hyperclean_linear,best_accuracy_test_accuracy_hyperclean_linear,best_accuracy_f1_score_hyperclean_linear,best_accuracy_cleaner_precision_hyperclean_linear,best_accuracy_cleaner_recall_hyperclean_linear,best_accuracy_step_hyperclean_linear,best_accuracy_runtime_sec_hyperclean_linear,best_f1_test_accuracy_hyperclean_linear,best_f1_f1_score_hyperclean_linear,best_f1_cleaner_precision_hyperclean_linear,best_f1_cleaner_recall_hyperclean_linear,best_f1_step_hyperclean_linear,best_f1_runtime_sec_hyperclean_linear,score_hyperclean_linear,elapsed_hyperclean-linear,convergence_steps_toy_convergence_std,median_steps_toy_convergence_std,final_residual_toy_convergence_std,final_projected_grad_toy_convergence_std,success_rate_toy_convergence_std,runtime_sec_toy_convergence_std,score_toy_convergence_std,test_accuracy_hyperclean_linear_std,f1_score_hyperclean_linear_std,cleaner_precision_hyperclean_linear_std,cleaner_recall_hyperclean_linear_std,best_step_hyperclean_linear_std,runtime_sec_hyperclean_linear_std,total_runtime_sec_hyperclean_linear_std,best_accuracy_test_accuracy_hyperclean_linear_std,best_accuracy_f1_score_hyperclean_linear_std,best_accuracy_cleaner_precision_hyperclean_linear_std,best_accuracy_cleaner_recall_hyperclean_linear_std,best_accuracy_step_hyperclean_linear_std,best_accuracy_runtime_sec_hyperclean_linear_std,best_f1_test_accuracy_hyperclean_linear_std,best_f1_f1_score_hyperclean_linear_std,best_f1_cleaner_precision_hyperclean_linear_std,best_f1_cleaner_recall_hyperclean_linear_std,best_f1_step_hyperclean_linear_std,best_f1_runtime_sec_hyperclean_linear_std,score_hyperclean_linear_std,test_accuracy_hyperclean_mlp,f1_score_hyperclean_mlp,cleaner_precision_hyperclean_mlp,cleaner_recall_hyperclean_mlp,best_step_hyperclean_mlp,runtime_sec_hyperclean_mlp,total_runtime_sec_hyperclean_mlp,best_accuracy_test_accuracy_hyperclean_mlp,best_accuracy_f1_score_hyperclean_mlp,best_accuracy_cleaner_precision_hyperclean_mlp,best_accuracy_cleaner_recall_hyperclean_mlp,best_accuracy_step_hyperclean_mlp,best_accuracy_runtime_sec_hyperclean_mlp,best_f1_test_accuracy_hyperclean_mlp,best_f1_f1_score_hyperclean_mlp,best_f1_cleaner_precision_hyperclean_mlp,best_f1_cleaner_recall_hyperclean_mlp,best_f1_step_hyperclean_mlp,best_f1_runtime_sec_hyperclean_mlp,score_hyperclean_mlp,elapsed_hyperclean-mlp
2026-05-05T03:35:44.092158+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.402924,261.256,16.0,90.08,91.810837,0.88379,0.9552,3110.0,5.535208,65.238334,90.08,91.810837,0.88379,0.9552,3110.0,5.535208,90.07,91.831642,0.883833,0.9556,3080.0,5.476769,90.08,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.689975,183.300359,91.48,92.050041,0.887199,0.9564,79280.0,181.689975,91.48,92.050041,0.887199,0.9564,79280.0,181.689975,91.48,200.3
2026-05-05T03:40:37.439000+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.403323,261.256,15.9,90.08,91.810837,0.88379,0.9552,3110.0,5.386566,66.039441,90.08,91.810837,0.88379,0.9552,3110.0,5.386566,90.07,91.831642,0.883833,0.9556,3080.0,5.339247,90.08,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.069909,180.664794,91.48,92.050041,0.887199,0.9564,79280.0,179.069909,91.48,92.050041,0.887199,0.9564,79280.0,179.069909,91.48,197.2
2026-05-05T03:45:33.891368+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.410684,261.256,16.5,90.08,91.810837,0.88379,0.9552,3110.0,5.380763,68.62536,90.08,91.810837,0.88379,0.9552,3110.0,5.380763,90.07,91.831642,0.883833,0.9556,3080.0,5.331983,90.08,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,178.590248,180.221794,91.48,92.050041,0.887199,0.9564,79280.0,178.590248,91.48,92.050041,0.887199,0.9564,79280.0,178.590248,91.48,197.0
2026-05-05T03:49:27.092463+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.453977,261.256,17.0,90.08,91.810837,0.88379,0.9552,3110.0,5.316287,6.722447,90.08,91.810837,0.88379,0.9552,3110.0,5.316287,90.07,91.831642,0.883833,0.9556,3080.0,5.267819,90.08,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.33281,181.028445,91.48,92.050041,0.887199,0.9564,79280.0,179.33281,91.48,92.050041,0.887199,0.9564,79280.0,179.33281,91.48,194.8
2026-05-05T03:54:22.656382+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.398283,261.256,18.0,90.08,91.810837,0.88379,0.9552,3110.0,5.265033,65.091725,90.08,91.810837,0.88379,0.9552,3110.0,5.265033,90.07,91.831642,0.883833,0.9556,3080.0,5.218239,90.08,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,180.304168,181.928313,91.48,92.050041,0.887199,0.9564,79280.0,180.304168,91.48,92.050041,0.887199,0.9564,79280.0,180.304168,91.48,198.4
2026-05-05T03:59:18.661210+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.404598,261.256,17.0,90.08,91.810837,0.88379,0.9552,3110.0,5.364586,65.662296,90.08,91.810837,0.88379,0.9552,3110.0,5.364586,90.07,91.831642,0.883833,0.9556,3080.0,5.316271,90.08,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,182.09447,183.70868,91.48,92.050041,0.887199,0.9564,79280.0,182.09447,91.48,92.050041,0.887199,0.9564,79280.0,182.09447,91.48,199.8
2026-05-05T04:04:15.090771+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.406686,261.256,17.1,90.08,91.810837,0.88379,0.9552,3110.0,5.48356,65.800126,90.08,91.810837,0.88379,0.9552,3110.0,5.48356,90.07,91.831642,0.883833,0.9556,3080.0,5.436052,90.08,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,182.136287,183.761789,91.48,92.050041,0.887199,0.9564,79280.0,182.136287,91.48,92.050041,0.887199,0.9564,79280.0,182.136287,91.48,199.9
2026-05-05T04:08:09.121625+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.407183,261.256,19.4,90.08,91.810837,0.88379,0.9552,3110.0,5.298731,5.92212,90.08,91.810837,0.88379,0.9552,3110.0,5.298731,90.07,91.831642,0.883833,0.9556,3080.0,5.25112,90.08,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,178.722662,180.318015,91.48,92.050041,0.887199,0.9564,79280.0,178.722662,91.48,92.050041,0.887199,0.9564,79280.0,178.722662,91.48,194.0
2026-05-05T04:13:07.213525+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.40512,261.256,16.6,90.08,91.810837,0.88379,0.9552,3110.0,5.462043,65.402487,90.08,91.810837,0.88379,0.9552,3110.0,5.462043,90.07,91.831642,0.883833,0.9556,3080.0,5.41173,90.08,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,184.428955,186.075209,91.48,92.050041,0.887199,0.9564,79280.0,184.428955,91.48,92.050041,0.887199,0.9564,79280.0,184.428955,91.48,201.6
2026-05-05T04:16:59.484802+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.412721,261.256,17.1,90.08,91.810837,0.88379,0.9552,3110.0,5.323368,5.953127,90.08,91.810837,0.88379,0.9552,3110.0,5.323368,90.07,91.831642,0.883833,0.9556,3080.0,5.274972,90.08,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,178.620177,180.227416,91.48,92.050041,0.887199,0.9564,79280.0,178.620177,91.48,92.050041,0.887199,0.9564,79280.0,178.620177,91.48,195.0
2026-05-05T04:21:55.250382+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.403036,261.256,17.9,90.08,91.810837,0.88379,0.9552,3110.0,5.297971,64.728847,90.08,91.810837,0.88379,0.9552,3110.0,5.297971,90.07,91.831642,0.883833,0.9556,3080.0,5.250642,90.08,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.284077,181.061608,91.48,92.050041,0.887199,0.9564,79280.0,179.284077,91.48,92.050041,0.887199,0.9564,79280.0,179.284077,91.48,198.4
2026-05-05T04:25:56.830817+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.400873,261.256,21.6,90.08,91.810837,0.88379,0.9552,3110.0,5.332654,5.963166,90.08,91.810837,0.88379,0.9552,3110.0,5.332654,90.07,91.831642,0.883833,0.9556,3080.0,5.279971,90.08,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,182.267042,183.895641,91.48,92.050041,0.887199,0.9564,79280.0,182.267042,91.48,92.050041,0.887199,0.9564,79280.0,182.267042,91.48,198.9
2026-05-05T04:32:25.873358+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.40267,261.256,26.9,90.08,91.810837,0.88379,0.9552,3110.0,5.290636,65.222517,90.08,91.810837,0.88379,0.9552,3110.0,5.290636,90.07,91.831642,0.883833,0.9556,3080.0,5.243605,90.08,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.826748,183.469922,91.48,92.050041,0.887199,0.9564,79280.0,181.826748,91.48,92.050041,0.887199,0.9564,79280.0,181.826748,91.48,281.3
2026-05-05T04:36:35.788896+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.411146,261.256,31.8,90.08,91.810837,0.88379,0.9552,3110.0,5.387115,6.014737,90.08,91.810837,0.88379,0.9552,3110.0,5.387115,90.07,91.831642,0.883833,0.9556,3080.0,5.339281,90.08,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.631014,181.256291,91.48,92.050041,0.887199,0.9564,79280.0,179.631014,91.48,92.050041,0.887199,0.9564,79280.0,179.631014,91.48,197.0
2026-05-05T04:41:40.920781+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.407457,261.256,18.6,90.08,91.810837,0.88379,0.9552,3110.0,5.346013,65.571815,90.08,91.810837,0.88379,0.9552,3110.0,5.346013,90.07,91.831642,0.883833,0.9556,3080.0,5.297955,90.08,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,184.024349,185.707087,91.48,92.050041,0.887199,0.9564,79280.0,184.024349,91.48,92.050041,0.887199,0.9564,79280.0,184.024349,91.48,206.3
2026-05-05T04:45:40.500062+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.424283,261.256,20.0,90.08,91.810837,0.88379,0.9552,3110.0,5.283595,5.42815,90.08,91.810837,0.88379,0.9552,3110.0,5.283595,90.07,91.831642,0.883833,0.9556,3080.0,5.235664,90.08,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.542362,181.15139,91.48,92.050041,0.887199,0.9564,79280.0,179.542362,91.48,92.050041,0.887199,0.9564,79280.0,179.542362,91.48,198.0
2026-05-05T04:50:44.581152+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.403086,261.256,18.5,90.08,91.810837,0.88379,0.9552,3110.0,5.365641,65.788929,90.08,91.810837,0.88379,0.9552,3110.0,5.365641,90.07,91.831642,0.883833,0.9556,3080.0,5.317154,90.08,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.216828,182.904388,91.48,92.050041,0.887199,0.9564,79280.0,181.216828,91.48,92.050041,0.887199,0.9564,79280.0,181.216828,91.48,204.4
2026-05-05T04:55:45.799330+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.406655,261.256,17.8,90.08,91.810837,0.88379,0.9552,3110.0,5.420257,65.225404,90.08,91.810837,0.88379,0.9552,3110.0,5.420257,90.07,91.831642,0.883833,0.9556,3080.0,5.373537,90.08,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.534123,183.205989,91.48,92.050041,0.887199,0.9564,79280.0,181.534123,91.48,92.050041,0.887199,0.9564,79280.0,181.534123,91.48,203.2
2026-05-05T05:00:50.652463+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.407168,261.256,19.0,90.08,91.810837,0.88379,0.9552,3110.0,5.394912,66.095165,90.08,91.810837,0.88379,0.9552,3110.0,5.394912,90.07,91.831642,0.883833,0.9556,3080.0,5.346577,90.08,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,180.924131,182.564804,91.48,92.050041,0.887199,0.9564,79280.0,180.924131,91.48,92.050041,0.887199,0.9564,79280.0,180.924131,91.48,204.1
2026-05-05T05:04:46.374067+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.419108,261.256,18.1,90.08,91.810837,0.88379,0.9552,3110.0,5.457889,6.082901,90.08,91.810837,0.88379,0.9552,3110.0,5.457889,90.07,91.831642,0.883833,0.9556,3080.0,5.408635,90.08,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.226759,180.832254,91.48,92.050041,0.887199,0.9564,79280.0,179.226759,91.48,92.050041,0.887199,0.9564,79280.0,179.226759,91.48,196.4
2026-05-05T05:09:47.227390+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.404514,261.256,18.6,90.08,91.810837,0.88379,0.9552,3110.0,5.428299,65.495151,90.08,91.810837,0.88379,0.9552,3110.0,5.428299,90.07,91.831642,0.883833,0.9556,3080.0,5.380408,90.08,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.141082,180.846722,91.48,92.050041,0.887199,0.9564,79280.0,179.141082,91.48,92.050041,0.887199,0.9564,79280.0,179.141082,91.48,201.3
2026-05-05T05:14:49.908231+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.400654,261.256,17.8,90.08,91.810837,0.88379,0.9552,3110.0,5.35438,65.092818,90.08,91.810837,0.88379,0.9552,3110.0,5.35438,90.07,91.831642,0.883833,0.9556,3080.0,5.303275,90.08,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,183.689303,185.315391,91.48,92.050041,0.887199,0.9564,79280.0,183.689303,91.48,92.050041,0.887199,0.9564,79280.0,183.689303,91.48,204.6
2026-05-05T05:19:50.333618+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.414619,261.256,17.3,90.08,91.810837,0.88379,0.9552,3110.0,5.314968,65.489775,90.08,91.810837,0.88379,0.9552,3110.0,5.314968,90.07,91.831642,0.883833,0.9556,3080.0,5.267577,90.08,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,182.761436,184.374809,91.48,92.050041,0.887199,0.9564,79280.0,182.761436,91.48,92.050041,0.887199,0.9564,79280.0,182.761436,91.48,203.2
2026-05-05T05:23:46.771783+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.399278,261.256,17.5,90.08,91.810837,0.88379,0.9552,3110.0,5.518211,6.123897,90.08,91.810837,0.88379,0.9552,3110.0,5.518211,90.07,91.831642,0.883833,0.9556,3080.0,5.469562,90.08,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.093203,182.752278,91.48,92.050041,0.887199,0.9564,79280.0,181.093203,91.48,92.050041,0.887199,0.9564,79280.0,181.093203,91.48,198.3
2026-05-05T05:28:49.900551+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.400175,261.256,18.3,90.08,91.810837,0.88379,0.9552,3110.0,5.311925,64.56625,90.08,91.810837,0.88379,0.9552,3110.0,5.311925,90.07,91.831642,0.883833,0.9556,3080.0,5.26083,90.08,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,183.11483,184.738744,91.48,92.050041,0.887199,0.9564,79280.0,183.11483,91.48,92.050041,0.887199,0.9564,79280.0,183.11483,91.48,204.6
2026-05-05T05:32:46.326764+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.40401,261.256,18.2,90.08,91.810837,0.88379,0.9552,3110.0,5.582361,6.208451,90.08,91.810837,0.88379,0.9552,3110.0,5.582361,90.07,91.831642,0.883833,0.9556,3080.0,5.534697,90.08,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.738748,181.418331,91.48,92.050041,0.887199,0.9564,79280.0,179.738748,91.48,92.050041,0.887199,0.9564,79280.0,179.738748,91.48,197.0
2026-05-05T05:37:42.251613+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.418671,261.256,17.3,90.08,91.810837,0.88379,0.9552,3110.0,5.277338,64.144039,90.08,91.810837,0.88379,0.9552,3110.0,5.277338,90.07,91.831642,0.883833,0.9556,3080.0,5.23006,90.08,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,178.916257,180.522891,91.48,92.050041,0.887199,0.9564,79280.0,178.916257,91.48,92.050041,0.887199,0.9564,79280.0,178.916257,91.48,199.5
2026-05-05T05:41:37.016980+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.401616,261.256,16.8,90.08,91.810837,0.88379,0.9552,3110.0,5.404602,6.039542,90.08,91.810837,0.88379,0.9552,3110.0,5.404602,90.07,91.831642,0.883833,0.9556,3080.0,5.356035,90.08,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.001803,182.627172,91.48,92.050041,0.887199,0.9564,79280.0,181.001803,91.48,92.050041,0.887199,0.9564,79280.0,181.001803,91.48,197.1
2026-05-05T05:46:35.978134+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.413202,261.256,17.0,90.08,91.810837,0.88379,0.9552,3110.0,5.445836,65.404149,90.08,91.810837,0.88379,0.9552,3110.0,5.445836,90.07,91.831642,0.883833,0.9556,3080.0,5.39729,90.08,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,180.927466,182.552157,91.48,92.050041,0.887199,0.9564,79280.0,180.927466,91.48,92.050041,0.887199,0.9564,79280.0,180.927466,91.48,200.4
2026-05-05T05:51:38.703208+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.41516,261.256,19.6,90.08,91.810837,0.88379,0.9552,3110.0,5.492951,66.097148,90.08,91.810837,0.88379,0.9552,3110.0,5.492951,90.07,91.831642,0.883833,0.9556,3080.0,5.440951,90.08,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,182.199288,183.835135,91.48,92.050041,0.887199,0.9564,79280.0,182.199288,91.48,92.050041,0.887199,0.9564,79280.0,182.199288,91.48,202.4
2026-05-05T05:56:41.558853+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.413226,261.256,18.7,90.08,91.810837,0.88379,0.9552,3110.0,5.500748,66.52848,90.08,91.810837,0.88379,0.9552,3110.0,5.500748,90.07,91.831642,0.883833,0.9556,3080.0,5.451772,90.08,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.305061,182.924588,91.48,92.050041,0.887199,0.9564,79280.0,181.305061,91.48,92.050041,0.887199,0.9564,79280.0,181.305061,91.48,201.9
2026-05-05T06:00:37.832227+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.398617,261.256,18.5,90.08,91.810837,0.88379,0.9552,3110.0,5.389023,6.016167,90.08,91.810837,0.88379,0.9552,3110.0,5.389023,90.07,91.831642,0.883833,0.9556,3080.0,5.333854,90.08,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,179.199664,180.820296,91.48,92.050041,0.887199,0.9564,79280.0,179.199664,91.48,92.050041,0.887199,0.9564,79280.0,179.199664,91.48,196.6
2026-05-05T06:05:35.187020+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.398686,261.256,17.6,90.08,91.810837,0.88379,0.9552,3110.0,5.375148,65.323325,90.08,91.810837,0.88379,0.9552,3110.0,5.375148,90.07,91.831642,0.883833,0.9556,3080.0,5.320001,90.08,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,177.905851,179.490224,91.48,92.050041,0.887199,0.9564,79280.0,177.905851,91.48,92.050041,0.887199,0.9564,79280.0,177.905851,91.48,199.5
2026-05-05T06:09:28.589303+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.403884,261.256,17.3,90.08,91.810837,0.88379,0.9552,3110.0,5.395251,6.040954,90.08,91.810837,0.88379,0.9552,3110.0,5.395251,90.07,91.831642,0.883833,0.9556,3080.0,5.347265,90.08,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,177.291873,178.896504,91.48,92.050041,0.887199,0.9564,79280.0,177.291873,91.48,92.050041,0.887199,0.9564,79280.0,177.291873,91.48,194.5
2026-05-05T06:14:27.287380+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.413869,261.256,17.6,90.08,91.810837,0.88379,0.9552,3110.0,5.40298,65.757377,90.08,91.810837,0.88379,0.9552,3110.0,5.40298,90.07,91.831642,0.883833,0.9556,3080.0,5.355545,90.08,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,183.196091,184.85595,91.48,92.050041,0.887199,0.9564,79280.0,183.196091,91.48,92.050041,0.887199,0.9564,79280.0,183.196091,91.48,201.1
2026-05-05T06:18:23.336951+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.404797,261.256,18.0,90.08,91.810837,0.88379,0.9552,3110.0,5.382421,6.002936,90.08,91.810837,0.88379,0.9552,3110.0,5.382421,90.07,91.831642,0.883833,0.9556,3080.0,5.333505,90.08,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.034471,182.669673,91.48,92.050041,0.887199,0.9564,79280.0,181.034471,91.48,92.050041,0.887199,0.9564,79280.0,181.034471,91.48,197.3
2026-05-05T06:23:21.522355+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.40192,261.256,18.7,90.08,91.810837,0.88379,0.9552,3110.0,5.408205,65.650711,90.08,91.810837,0.88379,0.9552,3110.0,5.408205,90.07,91.831642,0.883833,0.9556,3080.0,5.359593,90.08,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,180.381875,181.980463,91.48,92.050041,0.887199,0.9564,79280.0,180.381875,91.48,92.050041,0.887199,0.9564,79280.0,180.381875,91.48,199.2
2026-05-05T06:27:19.418503+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.399576,261.256,18.6,90.08,91.810837,0.88379,0.9552,3110.0,5.422732,6.055237,90.08,91.810837,0.88379,0.9552,3110.0,5.422732,90.07,91.831642,0.883833,0.9556,3080.0,5.370827,90.08,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.603931,183.250235,91.48,92.050041,0.887199,0.9564,79280.0,181.603931,91.48,92.050041,0.887199,0.9564,79280.0,181.603931,91.48,197.5
2026-05-05T06:32:19.185974+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.403216,261.256,18.1,90.08,91.810837,0.88379,0.9552,3110.0,5.41031,66.06911,90.08,91.810837,0.88379,0.9552,3110.0,5.41031,90.07,91.831642,0.883833,0.9556,3080.0,5.363076,90.08,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,180.951399,182.576888,91.48,92.050041,0.887199,0.9564,79280.0,180.951399,91.48,92.050041,0.887199,0.9564,79280.0,180.951399,91.48,200.5
2026-05-05T06:36:16.380830+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.411904,261.256,19.5,90.08,91.810837,0.88379,0.9552,3110.0,5.392493,6.014976,90.08,91.810837,0.88379,0.9552,3110.0,5.392493,90.07,91.831642,0.883833,0.9556,3080.0,5.345096,90.08,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.253669,182.933761,91.48,92.050041,0.887199,0.9564,79280.0,181.253669,91.48,92.050041,0.887199,0.9564,79280.0,181.253669,91.48,197.3
2026-05-05T06:41:17.450921+00:00,openevolve:gemini-3.1-pro-preview,false,42,261.256,303.0,0.030345,1e-05,1.0,0.400305,261.256,18.9,90.08,91.810837,0.88379,0.9552,3110.0,5.552349,65.864806,90.08,91.810837,0.88379,0.9552,3110.0,5.552349,90.07,91.831642,0.883833,0.9556,3080.0,5.504834,90.08,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,181.708751,183.338631,91.48,92.050041,0.887199,0.9564,79280.0,181.708751,91.48,92.050041,0.887199,0.9564,79280.0,181.708751,91.48,200.7
