timestamp,model,is_final,seed,test_return_mean_3s5z_vs_3s6z,test_return_std_3s5z_vs_3s6z,test_battle_won_mean_3s5z_vs_3s6z,test_return_mean_corridor,test_return_std_corridor,test_battle_won_mean_corridor,test_return_mean_MMM2,test_return_std_MMM2,test_battle_won_mean_MMM2,test_return_mean_simple_spread,test_return_std_simple_spread,elapsed_simple-spread,test_return_mean_simple_reference,test_return_std_simple_reference,elapsed_simple-reference,test_return_mean_simple_speaker_listener,test_return_std_simple_speaker_listener,elapsed_simple-speaker-listener,test_return_mean_simple_spread_std,test_return_std_simple_spread_std,elapsed_simple-spread_std,test_return_mean_simple_reference_std,test_return_std_simple_reference_std,elapsed_simple-reference_std,test_return_mean_simple_speaker_listener_std,test_return_std_simple_speaker_listener_std,elapsed_simple-speaker-listener_std,test_return_mean_simple_tag,test_return_std_simple_tag,elapsed_simple-tag,test_return_mean_simple_tag_std,test_return_std_simple_tag_std,elapsed_simple-tag_std,test_return_mean_2s3z,test_return_std_2s3z,test_battle_won_mean_2s3z,test_return_mean_3s5z,test_return_std_3s5z,test_battle_won_mean_3s5z,test_return_mean_MMM,test_return_std_MMM,test_battle_won_mean_MMM,test_return_mean_2s3z_std,test_return_std_2s3z_std,test_battle_won_mean_2s3z_std,test_return_mean_3s5z_std,test_return_std_3s5z_std,test_battle_won_mean_3s5z_std,test_return_mean_MMM_std,test_return_std_MMM_std,test_battle_won_mean_MMM_std,test_return_mean_3s5z_vs_3s6z_std,test_return_std_3s5z_vs_3s6z_std,test_battle_won_mean_3s5z_vs_3s6z_std,test_return_mean_corridor_std,test_return_std_corridor_std,test_battle_won_mean_corridor_std,test_return_mean_MMM2_std,test_return_std_MMM2_std,test_battle_won_mean_MMM2_std,test_return_mean_3s_vs_5z,test_return_std_3s_vs_5z,test_battle_won_mean_3s_vs_5z,elapsed_3s_vs_5z,test_return_mean_2c_vs_64zg,test_return_std_2c_vs_64zg,test_battle_won_mean_2c_vs_64zg,elapsed_2c_vs_64zg,test_return_mean_10m_vs_11m,test_return_std_10m_vs_11m,test_battle_won_mean_10m_vs_11m,elapsed_3s5z_vs_3s6z
2026-04-18T17:02:03.997091+00:00,baseline:linear_mixer,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,16.822,0.7115,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.998680+00:00,baseline:linear_mixer,false,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.000733333333333,0.0015333333333333334,1.0,19.2625,0.7045,0.3333333333333333,0.0,0.0,0.0,0.0012701705922162677,0.0026558112382722783,0.0,4.379673799496945,0.05096184847510933,0.5773502691896257,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.998790+00:00,baseline:qmix,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,24.7841,1.1269,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:04.002438+00:00,baseline:qmix,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,19.6948,2.9505,0.2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:04.004183+00:00,baseline:qmix,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,22.9776,0.6278,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:04.005794+00:00,baseline:qmix,false,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,22.4855,1.5684,0.7604,0.0,0.0,0.0,0.0,0.0,0.0,2.5800901980357187,1.222671464458053,0.414999373493503,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.260210+00:00,baseline:linear_mixer,false,42,15.2994,0.2618,0.0,20.2925,0.0012,1.0,22.6599,2.432,0.7188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.262178+00:00,baseline:linear_mixer,false,123,15.6693,1.2808,0.0,14.1173,0.0011,0.0,22.4922,2.9161,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.264116+00:00,baseline:linear_mixer,false,456,16.177,2.1615,0.0938,20.3421,0.0042,1.0,18.7451,0.8545,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.265907+00:00,baseline:linear_mixer,false,mean,15.715233333333334,1.2347000000000001,0.031266666666666665,18.250633333333333,0.0021666666666666666,0.6666666666666666,21.29906666666667,2.0675333333333334,0.46876666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.440599413677927,0.9506886609190204,0.05415545524998689,3.5796575776648427,0.001761628034896508,0.5773502691896257,2.213388832386513,1.0780424867941585,0.4062653853496915,,,,,,,,,,,,
2026-04-19T13:07:01.272347+00:00,baseline:vdn,false,42,20.7566,0.004,1.0,14.1742,0.234,0.0,21.787,2.9196,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.274759+00:00,baseline:vdn,false,123,20.102,0.0322,1.0,14.2826,0.1246,0.0,16.8322,2.5682,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.274835+00:00,baseline:qmix,false,42,5.1617,0.0,0.0,15.2754,0.0012,0.0,3.8818,0.9932,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.276849+00:00,baseline:vdn,false,456,20.5631,0.0014,1.0,20.2987,0.0088,1.0,12.5243,3.6637,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.280494+00:00,baseline:qmix,false,123,5.988,0.0,0.0,13.0438,0.5233,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.282535+00:00,baseline:vdn,false,mean,20.4739,0.012533333333333334,1.0,16.251833333333334,0.12246666666666667,0.3333333333333333,17.047833333333333,3.0505,0.21873333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33629268502303084,0.017081373871364484,0.0,3.5051084153465686,0.11261515587758752,0.5773502691896257,4.635113388400906,0.5593578192892273,0.29812172569830153,,,,,,,,,,,,
2026-04-19T13:07:01.286012+00:00,baseline:qmix,false,456,0.3713,0.0,0.0,1.794,0.4629,0.0,0.6307,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:07:01.291540+00:00,baseline:qmix,false,mean,3.8403333333333336,0.0,0.0,10.037733333333334,0.32913333333333333,0.0,1.5041666666666667,0.3310666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0325463101712615,0.0,0.0,7.225950739752751,0.28559979575156097,0.0,2.083098851071003,0.5734242873591363,0.0,,,,,,,,,,,,
2026-04-19T13:12:27.516300+00:00,baseline:vdn,false,42,3.8323,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.518558+00:00,baseline:linear_mixer,false,42,3.8323,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.518874+00:00,baseline:vdn,false,123,1.4731,0.0,0.0,2.212,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.521371+00:00,baseline:linear_mixer,false,123,1.4731,0.0,0.0,2.212,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.523530+00:00,baseline:vdn,false,456,5.802,0.0739,0.0,1.4411,0.0005,0.0,3.1819,0.1969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.525722+00:00,baseline:linear_mixer,false,456,5.802,0.0739,0.0,1.4411,0.0005,0.0,3.1819,0.1969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.527879+00:00,baseline:vdn,false,mean,3.7024666666666666,0.02463333333333333,0.0,1.2177,0.00036666666666666667,0.0,3.1819,0.1969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.167368525039831,0.04266618489311334,0.0,1.122794135182403,0.00032145502536643183,0.0,,,,,,,,,,,,,,,
2026-04-19T13:12:27.529307+00:00,baseline:qmix,false,42,3.8323,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.530048+00:00,baseline:linear_mixer,false,mean,3.7024666666666666,0.02463333333333333,0.0,1.2177,0.00036666666666666667,0.0,3.1819,0.1969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.167368525039831,0.04266618489311334,0.0,1.122794135182403,0.00032145502536643183,0.0,,,,,,,,,,,,,,,
2026-04-19T13:12:27.537015+00:00,baseline:qmix,false,123,1.4731,0.0,0.0,2.212,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.543658+00:00,baseline:qmix,false,456,5.802,0.0739,0.0,1.4411,0.0005,0.0,3.1819,0.1969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T13:12:27.548077+00:00,baseline:qmix,false,mean,3.7024666666666666,0.02463333333333333,0.0,1.2177,0.00036666666666666667,0.0,3.1819,0.1969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.167368525039831,0.04266618489311334,0.0,1.122794135182403,0.00032145502536643183,0.0,,,,,,,,,,,,,,,
2026-04-20T06:24:54.613815+00:00,baseline:vdn,false,42,20.0,0.0,1.0,15.857,0.5153,0.0,8.8871,2.0299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20T06:24:54.661022+00:00,baseline:qmix,false,42,0.2156,0.0,0.0,20.3318,0.0513,1.0,2.2996,1.7093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20T06:24:54.678420+00:00,baseline:linear_mixer,false,42,18.9607,1.6487,0.6562,13.9135,0.003,0.0,13.7451,1.8813,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21T06:27:56.011039+00:00,baseline:qmix,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6744,0.003,1.0,79140,16.0436,0.896,0.0,79140,20.0,0.0,1.0,
2026-04-21T06:27:56.040076+00:00,baseline:linear_mixer,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4452,0.0031,0.0,79032,16.0436,0.896,0.0,79032,15.854,5.3524,0.625,
2026-04-21T06:27:56.041771+00:00,baseline:vdn,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,78641,16.0436,0.896,0.0,78641,20.0,0.0,1.0,
2026-04-23T15:49:12.065204+00:00,baseline:linear_mixer,false,42,,,,20.28,0.0064,1.0,24.2632,0.6026,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23T17:29:14.680370+00:00,baseline:qmix,false,42,,,,20.2454,0.0011,1.0,1.3759,0.3298,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23T17:29:14.845667+00:00,baseline:vdn,false,42,,,,20.2397,0.0055,1.0,15.7123,2.5782,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-26T11:01:53.167252+00:00,baseline:qmix,false,42,20.0,0.0,1.0,20.3475,0.0123,1.0,23.8069,0.6014,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76067
2026-04-26T12:08:59.728878+00:00,baseline:linear_mixer,false,42,20.0,0.0,1.0,20.3006,0.0193,1.0,23.105,0.4885,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64486
2026-04-26T18:25:08.986440+00:00,baseline:vdn,false,42,20.0,0.0,1.0,20.2616,0.0061,1.0,23.8937,0.6459,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65886
