timestamp,model,is_final,seed,best_rfid_small,best_rfid_medium,best_rfid_large,elapsed_train_medium,elapsed_train_small,rfid_large,psnr_large,ssim_large,rfid,psnr,ssim,best_rfid,rfid_small,psnr_small,ssim_small,rfid_medium,psnr_medium,ssim_medium,elapsed_train_large
2026-07-20T12:45:43.903501+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,17.73,9.78,4.08,1652.1,962.6,4.08,38.42,0.9935,4.08,38.42,0.9935,4.08,17.73,27.48,0.9316,9.78,32.27,0.9761,1877.3
2026-07-20T12:45:54.003702+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,17.85,10.49,4.86,1633.2,930.1,4.86,37.79,0.9925,4.86,37.79,0.9925,4.86,17.85,27.41,0.9306,10.49,32.01,0.9746,1863.6
2026-07-20T12:46:41.506802+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:46:47.152699+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,17.71,10.39,4.37,1634.6,970.3,4.37,38.55,0.9934,4.37,38.55,0.9934,4.37,17.71,27.67,0.933,10.39,32.48,0.9764,1883.6
2026-07-20T12:47:03.548331+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,17.39,9.25,4.07,1638.5,967.0,4.07,38.32,0.9935,4.07,38.32,0.9935,4.07,17.39,27.19,0.9287,9.25,32.09,0.9754,1872.4
2026-07-20T12:47:18.308894+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,17.29,9.4,4.11,1668.9,949.0,4.11,38.32,0.9934,4.11,38.32,0.9934,4.11,17.29,27.22,0.929,9.4,32.09,0.9753,1876.6
2026-07-20T12:47:43.651130+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,21.26,12.06,5.08,1656.4,1001.7,5.08,37.36,0.9916,5.08,37.36,0.9916,5.08,21.26,27.07,0.9227,12.06,31.57,0.9712,1886.5
2026-07-20T12:49:07.489559+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:49:15.848898+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,21.26,12.06,5.08,1656.4,1001.7,5.08,37.36,0.9916,5.08,37.36,0.9916,5.08,21.26,27.07,0.9227,12.06,31.57,0.9712,1886.5
2026-07-20T12:57:44.267162+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,16.14,8.87,4.94,1931.7,1108.2,4.94,35.5,0.9874,4.94,35.5,0.9874,4.94,16.14,26.36,0.9134,8.87,31.22,0.9694,2169.4
2026-07-20T12:57:51.389240+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,21.93,10.11,9.47,1973.6,1129.2,39.74,26.78,0.9334,39.74,26.78,0.9334,9.47,21.93,25.99,0.9117,10.11,30.46,0.9659,2172.0
2026-07-20T12:57:57.894195+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,19.53,13.4,5.77,1934.5,1158.4,5.77,33.74,0.9828,5.77,33.74,0.9828,5.77,19.53,26.15,0.9143,13.4,29.78,0.961,2131.0
2026-07-20T12:58:23.918056+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,19.53,13.4,5.77,1934.5,1158.4,5.77,33.74,0.9828,5.77,33.74,0.9828,5.77,19.53,26.15,0.9143,13.4,29.78,0.961,2131.0
2026-07-20T13:00:08.333984+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T13:00:16.603431+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,16.14,8.87,4.94,1931.7,1108.2,4.94,35.5,0.9874,4.94,35.5,0.9874,4.94,16.14,26.36,0.9134,8.87,31.22,0.9694,2169.4
2026-07-20T13:01:44.383825+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,19.79,14.91,10.66,1972.3,1207.0,10.66,31.39,0.9734,10.66,31.39,0.9734,10.66,19.79,25.91,0.9106,25.08,27.88,0.9447,2212.2
2026-07-20T13:09:18.551471+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,17.36,8.53,4.58,2166.7,1315.9,4.58,37.0,0.9912,4.58,37.0,0.9912,4.58,17.36,26.67,0.922,8.53,31.56,0.9727,2432.2
2026-07-20T13:10:59.510948+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,31.62,15.95,8.13,2194.0,1310.8,8.13,32.79,0.9794,8.13,32.79,0.9794,8.13,36.5,24.86,0.8913,18.15,28.57,0.9495,2460.9
2026-07-20T13:11:30.088188+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T13:11:39.383786+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,18.23,18.45,5.45,2196.2,1374.0,5.45,34.89,0.9866,5.45,34.89,0.9866,5.45,18.23,26.36,0.9173,45.87,26.42,0.9231,2472.6
2026-07-20T13:11:42.145558+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,17.36,8.53,4.58,2166.7,1315.9,4.58,37.0,0.9912,4.58,37.0,0.9912,4.58,17.36,26.67,0.922,8.53,31.56,0.9727,2432.2
2026-07-20T13:45:35.109426+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,59.12,27.02,12.83,1454.1,828.9,12.83,33.85,0.9809,12.83,33.85,0.9809,12.83,59.12,28.04,0.9363,27.02,30.94,0.9664,1699.6
2026-07-20T13:45:43.326719+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,49.94,17.41,9.22,1464.5,850.3,9.22,35.15,0.9858,9.22,35.15,0.9858,9.22,49.94,28.12,0.9393,17.41,32.47,0.9757,1711.0
2026-07-20T13:46:57.623950+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,51.12,17.05,9.33,1466.5,849.9,9.33,34.79,0.9848,9.33,34.79,0.9848,9.33,51.12,28.02,0.9385,17.05,32.21,0.9746,1707.2
2026-07-20T13:47:03.630951+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,51.12,17.05,9.33,1466.5,849.9,9.33,34.79,0.9848,9.33,34.79,0.9848,9.33,51.12,28.02,0.9385,17.05,32.21,0.9746,1707.2
2026-07-20T13:48:55.144108+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,59.5,19.52,5.22,1484.1,851.2,5.22,38.52,0.9935,5.22,38.52,0.9935,5.22,59.5,28.12,0.9393,19.52,32.31,0.9762,1742.5
2026-07-20T13:49:01.962667+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,59.5,19.52,5.22,1484.1,851.2,5.22,38.52,0.9935,5.22,38.52,0.9935,5.22,59.5,28.12,0.9393,19.52,32.31,0.9762,1742.5
2026-07-20T13:49:36.611807+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,62.86,24.15,6.32,1493.8,874.3,6.32,37.38,0.9919,6.32,37.38,0.9919,6.32,62.86,27.89,0.9363,24.15,31.87,0.9738,1747.6
2026-07-20T13:49:44.778192+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,61.16,23.17,5.75,1482.9,875.5,5.75,38.16,0.993,5.75,38.16,0.993,5.75,61.16,27.98,0.9366,23.17,32.22,0.9753,1752.0
2026-07-20T13:50:29.002771+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,56.11,17.6,5.27,1499.3,855.2,5.27,38.51,0.9935,5.27,38.51,0.9935,5.27,56.11,27.85,0.9381,17.6,32.26,0.9762,1744.0
2026-07-20T13:50:41.299144+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,56.11,17.6,5.27,1499.3,855.2,5.27,38.51,0.9935,5.27,38.51,0.9935,5.27,56.11,27.85,0.9381,17.6,32.26,0.9762,1744.0
2026-07-20T13:59:46.657508+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,16.52,9.06,4.31,1643.0,941.9,4.31,38.69,0.9936,4.31,38.69,0.9936,4.31,16.52,27.43,0.9303,9.06,32.36,0.9757,1869.9
2026-07-20T13:59:52.622704+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,16.52,9.06,4.31,1643.0,941.9,4.31,38.69,0.9936,4.31,38.69,0.9936,4.31,16.52,27.43,0.9303,9.06,32.36,0.9757,1869.9
2026-07-20T14:02:14.537964+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,17.29,9.08,4.05,1657.9,952.7,4.05,38.28,0.9934,4.05,38.28,0.9934,4.05,17.29,27.21,0.9285,9.08,32.07,0.9754,1894.6
2026-07-20T14:02:20.629282+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,17.29,9.08,4.05,1657.9,952.7,4.05,38.28,0.9934,4.05,38.28,0.9934,4.05,17.29,27.21,0.9285,9.08,32.07,0.9754,1894.6
2026-07-20T14:02:21.222146+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,19.5,11.22,5.29,1649.8,945.3,5.29,37.52,0.992,5.29,37.52,0.992,5.29,19.5,27.37,0.93,11.22,31.55,0.9719,1901.0
2026-07-20T14:02:26.538149+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,17.85,10.49,4.86,1633.2,930.1,4.86,37.79,0.9925,4.86,37.79,0.9925,4.86,17.85,27.41,0.9306,10.49,32.01,0.9746,1863.6
2026-07-20T14:02:35.538853+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,17.58,8.75,4.04,1635.0,944.4,4.04,38.16,0.9933,4.04,38.16,0.9933,4.04,17.58,26.85,0.9245,8.75,31.85,0.9744,1867.1
2026-07-20T14:02:43.666188+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,17.58,8.75,4.04,1635.0,944.4,4.04,38.16,0.9933,4.04,38.16,0.9933,4.04,17.58,26.85,0.9245,8.75,31.85,0.9744,1867.1
2026-07-20T14:04:24.420984+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,17.53,10.16,4.66,1674.7,976.2,4.66,38.25,0.9932,4.66,38.25,0.9932,4.66,17.53,27.41,0.9306,10.16,32.15,0.9753,1893.5
2026-07-20T14:04:35.827129+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,17.29,9.4,4.11,1668.9,949.0,4.11,38.32,0.9934,4.11,38.32,0.9934,4.11,17.29,27.22,0.929,9.4,32.09,0.9753,1876.6
2026-07-20T14:27:56.161360+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,20.1,10.42,6.91,1971.9,1132.0,6.91,34.21,0.9846,6.91,34.21,0.9846,6.91,20.1,26.7,0.922,10.42,31.26,0.9709,2172.9
2026-07-20T14:28:02.600914+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,20.1,10.42,6.91,1971.9,1132.0,6.91,34.21,0.9846,6.91,34.21,0.9846,6.91,20.1,26.7,0.922,10.42,31.26,0.9709,2172.9
2026-07-20T14:34:48.980844+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,14.75,8.89,3.93,1990.8,1227.1,3.93,37.07,0.9914,3.93,37.07,0.9914,3.93,14.75,26.24,0.9156,8.89,30.64,0.9673,2176.5
2026-07-20T14:34:59.007184+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,14.75,8.89,3.93,1990.8,1227.1,3.93,37.07,0.9914,3.93,37.07,0.9914,3.93,14.75,26.24,0.9156,8.89,30.64,0.9673,2176.5
2026-07-20T14:37:51.932502+00:00,baseline:perceptual,false,3,,,,,,,,,,,,,,,,,,,
2026-07-20T14:53:42.238568+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,20.38,10.7,4.41,2180.6,1403.1,4.41,35.01,0.9867,4.41,35.01,0.9867,4.41,23.68,25.92,0.9131,10.93,30.13,0.9636,2345.3
2026-07-20T14:53:50.779791+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,20.38,10.7,4.41,2180.6,1403.1,4.41,35.01,0.9867,4.41,35.01,0.9867,4.41,23.68,25.92,0.9131,10.93,30.13,0.9636,2345.3
2026-07-20T14:56:04.373409+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,19.02,9.65,6.49,2278.2,1439.7,6.49,33.56,0.9829,6.49,33.56,0.9829,6.49,19.02,26.34,0.9168,9.66,32.14,0.9755,2377.3
2026-07-20T14:56:12.456667+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,19.02,9.65,6.49,2278.2,1439.7,6.49,33.56,0.9829,6.49,33.56,0.9829,6.49,19.02,26.34,0.9168,9.66,32.14,0.9755,2377.3
2026-07-20T14:56:56.571548+00:00,baseline:freq-weighted,false,2,,,,,,,,,,,,,,,,,,,
2026-07-20T15:15:13.466710+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,21.6,9.92,1459.9,24.8,9.92,35.06,0.986,9.92,35.06,0.986,9.92,,,,21.6,31.42,0.9706,1697.6
2026-07-20T15:15:29.963110+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,30.44,18.24,1470.8,22.1,18.24,32.17,0.9741,18.24,32.17,0.9741,18.24,,,,30.44,29.8,0.958,1706.4
2026-07-20T15:15:37.247093+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,21.71,11.6,1468.9,24.6,11.6,34.47,0.9841,11.6,34.47,0.9841,11.6,,,,21.71,31.53,0.9708,1706.7
2026-07-20T15:16:36.942817+00:00,baseline:l2-kl,false,2,,,5.87,631.9,29.8,5.87,37.78,0.9925,5.87,37.78,0.9925,5.87,,,,,,,3965.8
2026-07-20T15:21:30.604262+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,21.42,5.16,1652.3,24.9,5.16,38.34,0.9932,5.16,38.34,0.9932,5.16,,,,21.42,32.42,0.9761,1875.7
2026-07-20T15:21:34.844368+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,9.51,4.22,1643.9,24.6,4.22,38.57,0.9935,4.22,38.57,0.9935,4.22,,,,9.51,32.31,0.9758,1867.0
2026-07-20T15:22:07.686226+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,9.51,4.22,1620.3,26.2,4.22,38.57,0.9935,4.22,38.57,0.9935,4.22,,,,9.51,32.31,0.9758,1851.5
2026-07-20T15:22:11.550787+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,21.34,5.17,1658.9,25.9,5.17,38.37,0.9933,5.17,38.37,0.9933,5.17,,,,21.34,32.43,0.9759,1887.8
2026-07-20T15:22:22.005510+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,9.57,4.25,1642.4,26.2,4.25,38.64,0.9935,4.25,38.64,0.9935,4.25,,,,9.57,32.34,0.9759,1866.7
2026-07-20T15:23:24.951348+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,23.57,10.84,1502.0,25.7,10.84,34.83,0.986,10.84,34.83,0.986,10.84,,,,23.57,31.51,0.9706,1710.3
2026-07-20T15:24:21.668213+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T15:24:31.654506+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T15:27:24.870351+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,19.36,4.93,1494.9,24.6,4.93,38.72,0.9937,4.93,38.72,0.9937,4.93,,,,19.36,32.47,0.9766,1721.2
2026-07-20T15:28:32.582136+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,19.93,5.07,1513.0,26.6,5.07,38.58,0.9936,5.07,38.58,0.9936,5.07,,,,19.93,32.36,0.9764,1717.3
2026-07-20T15:29:51.334987+00:00,baseline:l2-kl,false,3,,,5.89,2368.8,26.2,5.89,37.81,0.9925,5.89,37.81,0.9925,5.89,,,,,,,3096.3
2026-07-20T15:30:16.421723+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,17.89,13.4,1918.0,25.5,47.27,26.2,0.9205,47.27,26.2,0.9205,13.4,,,,22.35,28.15,0.9477,2142.4
2026-07-20T15:30:43.447184+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,10.54,7.71,1932.3,23.6,7.71,32.73,0.9787,7.71,32.73,0.9787,7.71,,,,10.54,30.29,0.9652,2133.9
2026-07-20T15:31:36.314358+00:00,baseline:freq-weighted,false,3,,,5.96,1490.8,24.7,5.96,33.48,0.9821,5.96,33.48,0.9821,5.96,,,,,,,4053.4
2026-07-20T15:31:41.174798+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,12.47,6.25,1744.5,27.1,6.25,35.7,0.9884,6.25,35.7,0.9884,6.25,,,,12.47,31.5,0.9709,1979.4
2026-07-20T15:31:43.935581+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,11.46,11.05,1919.4,24.5,39.89,27.21,0.9359,39.89,27.21,0.9359,11.05,,,,11.46,29.83,0.962,2172.9
2026-07-20T15:34:45.928234+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,9.32,4.08,1654.7,27.8,4.08,38.29,0.9934,4.08,38.29,0.9934,4.08,,,,9.32,31.97,0.975,1870.4
2026-07-20T15:35:37.911150+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,10.21,5.03,1676.7,38.9,5.03,37.63,0.9922,5.03,37.63,0.9922,5.03,,,,10.21,31.79,0.9737,1901.0
2026-07-20T15:35:56.605811+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,10.77,12.15,1920.6,27.7,15.13,31.86,0.9732,15.13,31.86,0.9732,12.15,,,,10.77,30.42,0.9645,2126.7
2026-07-20T15:36:47.869079+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,10.32,4.78,1668.8,28.7,4.78,37.71,0.9923,4.78,37.71,0.9923,4.78,,,,10.32,32.05,0.9749,1889.4
2026-07-20T15:38:02.108802+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T15:38:17.320680+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T15:38:17.480615+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,13.71,10.36,1928.3,24.8,20.05,29.3,0.9607,20.05,29.3,0.9607,10.36,,,,13.71,29.64,0.96,2189.2
2026-07-20T15:41:11.114939+00:00,baseline:perceptual,false,2,,9.31,4.66,3928.3,30.1,4.66,37.54,0.9923,4.66,37.54,0.9923,4.66,,,,9.31,31.99,0.975,2156.8
2026-07-20T15:42:11.725703+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,8.01,4.88,2179.6,29.1,4.88,35.18,0.9873,4.88,35.18,0.9873,4.88,,,,8.01,30.9,0.9688,2392.9
2026-07-20T15:42:35.317228+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,15.55,10.18,2168.9,26.3,10.18,32.37,0.9773,10.18,32.37,0.9773,10.18,,,,15.55,28.99,0.9532,2388.4
2026-07-20T15:42:54.300359+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,10.19,7.51,2143.3,30.6,7.51,33.2,0.981,7.51,33.2,0.981,7.51,,,,10.19,30.68,0.967,2349.6
2026-07-20T15:45:12.741151+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T15:48:35.953850+00:00,baseline:perceptual,false,1,,9.44,,4101.1,23.6,,,,9.44,31.99,0.9749,9.44,,,,9.44,31.99,0.9749,2465.8
2026-07-20T15:59:26.072272+00:00,baseline:l2-kl,false,1,,20.08,,3727.5,28.0,,,,20.08,32.49,0.9768,20.08,,,,20.08,32.49,0.9768,3498.4
2026-07-20T16:09:40.756993+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,22.16,10.47,1457.0,12.4,10.47,34.82,0.9853,10.47,34.82,0.9853,10.47,,,,22.16,31.35,0.9702,1695.6
2026-07-20T16:09:45.381087+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,24.88,14.11,1466.0,13.5,14.11,32.36,0.9756,14.11,32.36,0.9756,14.11,,,,24.88,30.5,0.9641,1697.3
2026-07-20T16:17:54.163253+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,19.09,4.91,1456.6,13.6,4.91,38.63,0.9937,4.91,38.63,0.9937,4.91,,,,19.09,32.55,0.9766,1716.9
2026-07-20T16:18:30.029661+00:00,baseline:freq-weighted,false,1,,11.41,9.86,4794.8,24.0,9.89,31.47,0.9745,9.89,31.47,0.9745,9.86,,,,11.41,29.54,0.9587,3552.7
2026-07-20T16:21:02.172199+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,9.06,4.21,1622.1,12.8,4.21,38.51,0.9935,4.21,38.51,0.9935,4.21,,,,9.06,32.1,0.9748,1863.1
2026-07-20T16:21:23.710702+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,21.15,5.07,1650.8,12.9,5.07,38.41,0.9933,5.07,38.41,0.9933,5.07,,,,21.15,32.5,0.9762,1857.0
2026-07-20T16:21:27.019499+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,8.97,4.13,1608.7,12.5,4.13,38.49,0.9934,4.13,38.49,0.9934,4.13,,,,8.97,31.98,0.9743,1854.2
2026-07-20T16:21:42.622791+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,8.97,4.13,1608.7,12.5,4.13,38.49,0.9934,4.13,38.49,0.9934,4.13,,,,8.97,31.98,0.9743,1854.2
2026-07-20T16:22:59.713664+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,18.68,5.08,1516.1,12.0,5.08,38.58,0.9936,5.08,38.58,0.9936,5.08,,,,18.68,32.24,0.9762,1736.0
2026-07-20T16:23:24.306172+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,19.62,5.11,1476.9,13.7,5.11,38.6,0.9936,5.11,38.6,0.9936,5.11,,,,19.62,32.33,0.9764,1714.0
2026-07-20T16:23:28.024220+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,54.71,21.72,8.95,1453.6,817.7,8.95,35.19,0.987,8.95,35.19,0.987,8.95,54.71,27.42,0.9347,21.72,30.97,0.9692,1715.5
2026-07-20T16:24:43.623416+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,18.36,5.11,1656.3,16.3,5.11,38.34,0.9933,5.11,38.34,0.9933,5.11,,,,18.47,32.38,0.9762,1886.7
2026-07-20T16:24:50.785704+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,18.36,5.11,1656.3,16.3,5.11,38.34,0.9933,5.11,38.34,0.9933,5.11,,,,18.47,32.38,0.9762,1886.7
2026-07-20T16:30:31.424412+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,8.76,3.99,1640.3,12.1,3.99,38.23,0.9934,3.99,38.23,0.9934,3.99,,,,8.76,31.87,0.9745,1865.9
2026-07-20T16:35:30.106072+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,9.68,4.2,1659.5,12.8,4.2,38.39,0.9935,4.2,38.39,0.9935,4.2,,,,9.68,32.21,0.976,1896.6
2026-07-20T16:35:50.581519+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,9.32,4.08,1654.7,27.8,4.08,38.29,0.9934,4.08,38.29,0.9934,4.08,,,,9.32,31.97,0.975,1870.4
2026-07-20T16:37:42.997914+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,10.69,5.17,1665.5,12.6,5.17,37.37,0.9917,5.17,37.37,0.9917,5.17,,,,10.69,31.76,0.9733,1900.0
2026-07-20T16:39:15.989286+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,8.58,4.34,1884.6,11.7,4.34,34.9,0.9867,4.34,34.9,0.9867,4.34,,,,8.58,30.38,0.9654,2138.2
2026-07-20T16:40:12.912402+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,11.61,5.56,1699.0,17.3,5.56,37.08,0.9911,5.56,37.08,0.9911,5.56,,,,11.61,31.48,0.9716,1915.6
2026-07-20T16:40:20.931839+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,10.21,5.03,1676.7,38.9,5.03,37.63,0.9922,5.03,37.63,0.9922,5.03,,,,10.21,31.79,0.9737,1901.0
2026-07-20T16:41:11.078976+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,16.0,8.86,4.14,1657.6,969.2,4.14,38.45,0.9934,4.14,38.45,0.9934,4.14,16.0,26.92,0.9243,8.86,31.96,0.9742,1878.1
2026-07-20T16:41:19.056986+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,16.0,8.86,4.14,1657.6,969.2,4.14,38.45,0.9934,4.14,38.45,0.9934,4.14,16.0,26.92,0.9243,8.86,31.96,0.9742,1878.1
2026-07-20T16:46:46.489889+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,10.94,4.23,1897.0,15.0,4.23,37.39,0.9917,4.23,37.39,0.9917,4.23,,,,10.94,30.29,0.9636,2090.3
2026-07-20T16:47:00.955383+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,10.94,4.23,1897.0,15.0,4.23,37.39,0.9917,4.23,37.39,0.9917,4.23,,,,10.94,30.29,0.9636,2090.3
2026-07-20T16:48:27.796149+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,7.86,4.24,1909.6,13.1,4.24,36.38,0.99,4.24,36.38,0.99,4.24,,,,7.86,31.19,0.9697,2135.7
2026-07-20T16:57:24.981535+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,27.83,15.18,7.2,1835.1,1102.3,7.2,35.04,0.9866,7.2,35.04,0.9866,7.2,27.83,26.46,0.912,15.18,31.05,0.9679,2044.9
2026-07-20T16:58:59.198783+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,8.63,4.44,2150.4,13.2,4.44,36.25,0.9898,4.44,36.25,0.9898,4.44,,,,8.63,30.76,0.9677,2357.6
2026-07-20T16:59:48.040238+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,16.48,11.77,2074.7,14.2,259.35,,,259.35,,,11.77,,,,202.1,,,2281.6
2026-07-20T16:59:53.972086+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,10.19,7.51,2143.3,30.6,7.51,33.2,0.981,7.51,33.2,0.981,7.51,,,,10.19,30.68,0.967,2349.6
2026-07-20T17:02:07.600477+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,23.15,14.29,9.74,1935.4,1160.4,52.63,25.64,0.9186,52.63,25.64,0.9186,9.74,23.15,25.75,0.9069,14.29,29.19,0.9564,2182.9
2026-07-20T17:03:34.035244+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,22.17,10.06,1441.1,13.8,10.06,34.74,0.9853,10.06,34.74,0.9853,10.06,,,,22.17,31.16,0.9695,1709.5
2026-07-20T17:03:42.134143+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,22.17,10.06,1441.1,13.8,10.06,34.74,0.9853,10.06,34.74,0.9853,10.06,,,,22.17,31.16,0.9695,1709.5
2026-07-20T17:03:42.404514+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,25.09,14.53,1460.1,13.3,14.53,32.1,0.9744,14.53,32.1,0.9744,14.53,,,,25.09,30.34,0.9634,1703.8
2026-07-20T17:03:53.129119+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,24.88,14.11,1466.0,13.5,14.11,32.36,0.9756,14.11,32.36,0.9756,14.11,,,,24.88,30.5,0.9641,1697.3
