timestamp,model,is_final,seed,niah_acc,niah_density,niah_time,elapsed_niah_8k,qasper_f1,qasper_density,qasper_time,elapsed_longbench_qasper,multifieldqa_f1,multifieldqa_density,multifieldqa_time,elapsed_longbench_multifieldqa_en
2026-07-20T15:17:37.750435+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.1,0.2421,480.9,507.1,0.0932,0.2421,638.2,654.7,0.2093,0.2421,880.4,899.8
2026-07-20T15:19:54.139819+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,1.0,0.2469,349.8,367.2,0.1738,0.2467,377.6,399.5,0.3203,0.2466,589.6,606.7
2026-07-20T15:20:01.361748+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,1.0,0.2469,351.0,367.2,0.1885,0.2467,379.1,403.2,0.3338,0.2468,595.2,611.4
2026-07-20T15:23:12.712193+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.48,0.2345,562.3,578.6,0.1614,0.2331,677.7,692.5,0.2382,0.2298,1271.2,1289.8
2026-07-20T15:23:19.634227+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.48,0.2345,562.3,578.6,0.1614,0.2331,677.7,692.5,0.2382,0.2298,1271.2,1289.8
2026-07-20T15:25:12.396323+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,1.0,0.2087,319.8,333.9,0.1681,0.1997,358.1,377.0,0.3402,0.2073,587.1,605.6
2026-07-20T15:26:22.184809+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,1.0,0.2388,353.0,369.5,0.1723,0.2389,406.3,423.9,0.342,0.2389,693.9,714.5
2026-07-20T15:26:23.980970+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.44,0.2248,474.4,499.6,,,,15.0,0.2505,0.2162,1970.9,1989.0
2026-07-20T15:26:33.041059+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,1.0,0.2333,338.3,363.3,0.1821,0.2341,372.2,388.9,0.3443,0.2337,673.6,691.9
2026-07-20T15:27:26.849997+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T15:27:37.720318+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,1.0,0.2087,319.8,333.9,0.1681,0.1997,358.1,377.0,0.3402,0.2073,587.1,605.6
2026-07-20T15:34:43.175157+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.94,0.1475,1078.5,1101.7,0.1438,0.1504,1063.3,1078.3,0.2872,0.1515,1902.7,1920.1
2026-07-20T15:34:52.187701+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.2,0.2282,1267.7,1294.8,0.1268,0.2162,1226.4,1241.5,0.2402,0.2169,2014.7,2034.8
2026-07-20T15:35:03.921360+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.2,0.2282,1228.8,1256.4,0.153,0.2121,1183.8,1200.0,0.2369,0.2168,2055.6,2075.5
2026-07-20T15:37:22.026832+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.2,0.2235,1213.7,1229.8,0.1239,0.2228,1218.6,1242.8,0.2371,0.2231,2133.0,2154.1
2026-07-20T15:37:49.797328+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,1.0,0.2469,1115.3,1141.7,0.1657,0.2469,1123.5,1140.0,0.328,0.2469,2009.1,2028.3
2026-07-20T15:38:24.963620+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,1.0,0.2474,1138.5,1164.1,0.1735,0.2474,1094.7,1110.5,0.3265,0.2474,2030.7,2048.5
2026-07-20T15:39:10.301221+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.2,0.2282,1217.1,1241.2,0.1401,0.2164,1168.9,1184.6,0.2025,0.2219,2012.1,2032.4
2026-07-20T15:40:26.022515+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T15:40:33.016668+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.24,0.2419,1211.6,1225.7,0.1113,0.2285,1153.1,1175.2,0.2438,0.2319,2038.4,2057.3
2026-07-20T15:42:11.203173+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.36,0.2204,1027.9,1053.0,0.143,0.2097,1110.9,1126.7,0.2515,0.2111,2193.7,2213.5
2026-07-20T15:45:03.981472+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.6,0.2208,1206.9,1223.7,0.1948,0.2105,1275.2,1303.3,0.2482,0.2142,2277.5,2297.1
2026-07-20T15:46:33.640613+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.02,0.2123,1335.7,1350.7,0.0307,0.2051,1565.1,1587.7,0.0326,0.2064,2336.4,2355.0
2026-07-20T15:47:51.161856+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.6,0.2061,1259.1,1285.6,0.1946,0.1895,1347.7,1364.0,0.2508,0.1983,2425.1,2448.9
2026-07-20T15:48:12.908786+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.66,0.2015,1309.7,1326.1,0.1899,0.1788,1366.1,1392.3,0.2702,0.189,2479.9,2499.9
2026-07-20T15:49:40.737774+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T15:49:50.190904+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.02,0.2123,1335.7,1350.7,0.0307,0.2051,1565.1,1587.7,0.0326,0.2064,2336.4,2355.0
2026-07-20T15:49:58.269284+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T15:50:18.586175+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T15:52:03.686929+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T15:52:12.481367+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.66,0.2015,1309.7,1326.1,0.1899,0.1788,1366.1,1392.3,0.2702,0.189,2479.9,2499.9
2026-07-20T15:57:37.937052+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,1.0,0.2262,1577.8,1599.4,0.174,0.2156,1586.2,1600.5,0.3286,0.2198,2521.8,2539.6
2026-07-20T15:58:55.736813+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,1.0,0.2499,1827.7,1843.4,0.135,0.2498,1826.3,1851.5,0.3458,0.2498,2818.8,2839.0
2026-07-20T16:11:16.849618+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.1,0.2418,720.0,740.0,,,,189.2,0.2046,0.2418,2257.6,2278.7
2026-07-20T16:12:30.664340+00:00,baseline:bigbird,false,3,,,,16.2,0.1229,0.2411,3138.3,3157.8,0.2617,0.2371,4832.0,4846.4
2026-07-20T16:19:50.959635+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.42,0.2248,1071.0,1092.7,0.1388,0.2253,1242.9,1257.0,0.227,0.2252,2191.7,2208.7
2026-07-20T16:20:19.172834+00:00,baseline:block_topk,false,3,0.26,0.242,3005.6,3021.1,0.0973,0.2302,3254.3,3277.8,0.2109,0.2318,5316.8,5335.3
2026-07-20T16:27:28.511432+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.86,0.2281,1241.2,1255.3,0.1987,0.2212,1247.9,1266.8,0.2933,0.223,2228.1,2246.8
2026-07-20T16:28:35.512948+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.98,0.2399,1083.2,1102.8,0.1687,0.2402,1106.8,1120.5,0.3165,0.2401,1923.4,1943.2
2026-07-20T16:32:29.347593+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.38,0.2283,1055.2,1070.8,0.1603,0.2235,1125.9,1146.3,0.2715,0.2235,2149.5,2169.5
2026-07-20T16:33:00.789379+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,1.0,0.2469,1143.1,1157.6,0.1682,0.2469,1208.3,1227.4,0.3236,0.2469,1972.0,1996.0
2026-07-20T16:34:23.208912+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.28,0.2161,1176.4,1195.0,0.1895,0.2026,1168.8,1183.7,0.2538,0.206,2191.9,2212.9
2026-07-20T16:35:31.961090+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,1.0,0.2474,1169.5,1185.5,0.158,0.2474,1178.8,1193.3,0.3215,0.2474,1999.3,2018.0
2026-07-20T16:35:36.757255+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,1.0,0.2474,1138.5,1164.1,0.1735,0.2474,1094.7,1110.5,0.3265,0.2474,2030.7,2048.5
2026-07-20T16:37:17.295133+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.28,0.2308,1201.8,1222.1,0.1429,0.2305,1276.1,1291.6,0.253,0.2307,2137.7,2158.3
2026-07-20T16:38:07.051430+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.4,0.242,1055.6,1069.8,0.1422,0.2291,1150.2,1167.9,0.257,0.232,2157.6,2176.4
2026-07-20T16:39:44.517654+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.1,0.2431,401.7,415.8,0.0868,0.2424,595.6,614.1,0.2056,0.2425,889.1,906.7
2026-07-20T16:39:52.007405+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.1,0.2421,480.9,507.1,0.0932,0.2421,638.2,654.7,0.2093,0.2421,880.4,899.8
2026-07-20T16:41:16.973648+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.92,0.2521,1166.1,1188.0,0.1444,0.2485,1241.7,1256.8,0.2791,0.2482,2159.3,2177.6
2026-07-20T16:44:31.774340+00:00,baseline:block_topk,false,1,,,,,,,,,,,,
2026-07-20T16:46:50.274616+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.82,0.2209,1326.0,1340.7,0.1613,0.2159,1446.4,1464.1,0.3004,0.2178,2385.6,2405.8
2026-07-20T16:47:03.908973+00:00,baseline:streaming_llm,false,1,0.2,0.2344,3613.6,3630.9,,,,16.6,0.2133,0.2344,6472.9,6494.2
2026-07-20T16:49:02.234782+00:00,baseline:bigbird,false,1,0.2,0.2378,3391.5,3423.5,0.0998,0.2418,3450.6,3467.8,0.2395,0.2419,6830.1,6852.5
2026-07-20T16:51:46.285845+00:00,baseline:streaming_llm,false,2,0.2,0.2344,3685.0,3704.2,0.1102,0.2344,3775.9,3791.0,0.2133,0.2344,6606.1,6624.7
2026-07-20T16:52:40.875100+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,1.0,0.2384,1417.9,1436.1,0.1824,0.2345,1456.2,1470.4,0.3008,0.2355,2442.6,2464.4
2026-07-20T16:58:06.426168+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.98,0.2427,1457.5,1471.7,0.2045,0.2261,1484.0,1502.1,0.2956,0.2327,2488.8,2508.8
2026-07-20T16:58:13.667674+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.98,0.2427,1457.5,1471.7,0.2045,0.2261,1484.0,1502.1,0.2956,0.2327,2488.8,2508.8
2026-07-20T16:58:29.778755+00:00,baseline:bigbird,false,2,0.2,0.2332,3553.3,3570.5,,,,16.4,0.2324,0.2392,7189.0,7204.4
2026-07-20T17:05:33.589594+00:00,baseline:block_topk,false,2,,,,21.9,0.0973,0.2302,3443.5,3461.2,,,,7659.9
2026-07-20T17:11:43.155490+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,1.0,0.2288,1600.3,1620.2,0.1559,0.2166,1701.2,1715.1,0.347,0.2207,2546.4,2564.4
2026-07-20T17:21:55.427689+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,1.0,0.255,1086.0,1106.5,0.1716,0.2552,1090.7,1105.0,0.3111,0.2552,1971.4,1993.4
2026-07-20T17:22:01.591250+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,1.0,0.255,1086.0,1106.5,0.1716,0.2552,1090.7,1105.0,0.3111,0.2552,1971.4,1993.4
2026-07-20T17:23:54.891398+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.84,0.2215,1265.0,1279.0,0.1469,0.2334,1385.8,1403.7,0.2989,0.2292,2271.6,2291.6
2026-07-20T17:24:02.615331+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.84,0.2215,1265.0,1279.0,0.1469,0.2334,1385.8,1403.7,0.2989,0.2292,2271.6,2291.6
2026-07-20T17:27:41.381084+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,1.0,0.2489,1121.3,1141.1,0.1758,0.2489,1179.5,1195.1,0.335,0.2489,1955.8,1975.8
2026-07-20T17:27:48.207621+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,1.0,0.2489,1121.3,1141.1,0.1758,0.2489,1179.5,1195.1,0.335,0.2489,1955.8,1975.8
2026-07-20T17:31:12.138139+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.84,0.2454,1135.6,1150.7,0.1775,0.2398,1240.1,1259.5,0.3082,0.2416,2164.8,2182.7
2026-07-20T17:31:19.273709+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.84,0.2454,1135.6,1150.7,0.1775,0.2398,1240.1,1259.5,0.3082,0.2416,2164.8,2182.7
2026-07-20T17:31:35.479149+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,1.0,0.2296,1280.9,1302.4,0.1858,0.2251,1374.6,1390.1,0.3162,0.2261,2335.0,2353.4
2026-07-20T17:31:41.912885+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,1.0,0.2296,1280.9,1302.4,0.1858,0.2251,1374.6,1390.1,0.3162,0.2261,2335.0,2353.4
2026-07-20T17:33:10.066504+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,1.0,0.2499,2154.1,2176.3,0.1346,0.2498,2146.7,2166.0,0.3448,0.2498,3330.0,3356.3
2026-07-20T17:33:15.036853+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,1.0,0.2499,1827.7,1843.4,0.135,0.2498,1826.3,1851.5,0.3458,0.2498,2818.8,2839.0
2026-07-20T17:35:40.903110+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.82,0.2396,1211.4,1228.2,0.1831,0.2391,1255.6,1277.4,0.3007,0.2392,2113.7,2137.0
2026-07-20T17:35:46.208170+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.82,0.2396,1211.4,1228.2,0.1831,0.2391,1255.6,1277.4,0.3007,0.2392,2113.7,2137.0
2026-07-20T17:38:33.838756+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.86,0.2454,1229.2,1243.9,0.1692,0.2398,1294.8,1314.9,0.295,0.2413,2194.8,2216.4
2026-07-20T17:38:41.071648+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.86,0.2454,1229.2,1243.9,0.1692,0.2398,1294.8,1314.9,0.295,0.2413,2194.8,2216.4
2026-07-20T17:39:08.163103+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.98,0.2258,1361.4,1381.4,0.1522,0.224,1385.6,1401.3,0.3068,0.2243,2331.4,2350.2
2026-07-20T17:39:23.464364+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.98,0.2258,1361.4,1381.4,0.1522,0.224,1385.6,1401.3,0.3068,0.2243,2331.4,2350.2
2026-07-20T17:43:10.860860+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,1.0,0.2572,1335.7,1351.0,0.1571,0.2543,1368.3,1387.6,0.3107,0.2551,2231.4,2253.4
2026-07-20T17:43:16.828017+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,1.0,0.2572,1335.7,1351.0,0.1571,0.2543,1368.3,1387.6,0.3107,0.2551,2231.4,2253.4
2026-07-20T17:52:59.085038+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.9,0.2415,1323.9,1338.0,0.1865,0.2357,1436.7,1455.3,0.2989,0.2381,2391.8,2415.2
2026-07-20T17:53:05.053579+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.9,0.2415,1323.9,1338.0,0.1865,0.2357,1436.7,1455.3,0.2989,0.2381,2391.8,2415.2
2026-07-20T17:59:51.577117+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,1.0,0.2385,1405.7,1425.0,0.1652,0.2347,1448.0,1462.8,0.2834,0.2372,2460.4,2480.5
2026-07-20T17:59:57.189568+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,1.0,0.2384,1417.9,1436.1,0.1824,0.2345,1456.2,1470.4,0.3008,0.2355,2442.6,2464.4
2026-07-20T18:24:19.829735+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,1.0,0.2269,1595.1,1615.4,0.1542,0.2163,1651.4,1665.2,0.3345,0.2205,2570.1,2591.1
2026-07-20T18:24:29.896143+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,1.0,0.2262,1577.8,1599.4,0.174,0.2156,1586.2,1600.5,0.3286,0.2198,2521.8,2539.6
